Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.026492537313433, 'Stressed Variance': 1030.7731787424816, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.768283582089552, 'Normal Variance': 1163.5010089942077, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.525,0.5375,0.5,0.5125,0.5125,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.413134328358209, 'Stressed Variance': 1125.541111071508, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.458320895522388, 'Normal Variance': 1382.1381135985182, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.575,0.5375,0.5875,0.55,0.6,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.042089552238806, 'Stressed Variance': 1054.2622583203386, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.80339552238806, 'Normal Variance': 1168.356682500278, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.6,0.475,0.6,0.425,0.525,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.0321641791044778, 'Stressed Variance': 931.1715027790153, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.565410447761194, 'Normal Variance': 1428.8684826673534, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.6625,0.6375,0.625,0.575,0.6125,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.0736567164179105, 'Stressed Variance': 1043.5009925985744, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.735410447761194, 'Normal Variance': 1156.7326416225776, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.5125,0.5375,0.4875,0.5,0.4875,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.9534701492537314, 'Stressed Variance': 908.5312304953775, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.402985074626866, 'Normal Variance': 1390.1354388505238, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.5875,0.625,0.6375,0.5875,0.5625,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.987350746268657, 'Stressed Variance': 1041.0542056680217, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.838992537313433, 'Normal Variance': 1172.3139646566606, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.625,0.6,0.6375,0.6125,0.625,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.99589552238806, 'Stressed Variance': 921.1169980786368, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.547910447761194, 'Normal Variance': 1428.8451672755627, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.625,0.5875,0.625,0.5375,0.5875,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5446.62486921233, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.994738805970149, 'Stressed Variance': 1018.1049350064045, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.891268656716418, 'Normal Variance': 1185.9703416740922, 'Normal Steady State Time': 10.0})",0.7299999999999996,0.525,0.525,0.5375,0.4875,0.475,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.294626865671642, 'Stressed Variance': 1036.9111800846513, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.576753731343284, 'Normal Variance': 1431.2749297602475, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.6125,0.5125,0.6,0.45,0.5,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.2241417910447763, 'Stressed Variance': 1077.6312156813879, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.811119402985074, 'Normal Variance': 1170.3893987469369, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.5125,0.5625,0.575,0.4875,0.5375,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.8004850746268657, 'Stressed Variance': 895.4043355855982, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.554514925373135, 'Normal Variance': 1417.1665803617173, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.6875,0.625,0.65,0.6625,0.6375,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.1911567164179107, 'Stressed Variance': 1043.9649143336487, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.7836194029850745, 'Normal Variance': 1175.056873467086, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.5375,0.55,0.6375,0.5625,0.5625,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.493731343283582, 'Stressed Variance': 694.0210801069281, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.580298507462687, 'Normal Variance': 1435.8239252840276, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.625,0.575,0.6125,0.6125,0.6125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.219626865671642, 'Stressed Variance': 1062.186614786144, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.740074626865671, 'Normal Variance': 1153.216095516819, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.5375,0.5125,0.6375,0.5375,0.5625,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.244925373134328, 'Stressed Variance': 1041.2171757406995, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.56705223880597, 'Normal Variance': 1423.8000562360771, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.575,0.4875,0.575,0.5,0.5375,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.0011567164179103, 'Stressed Variance': 935.8030956769326, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.832052238805971, 'Normal Variance': 1179.539069668913, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.575,0.525,0.5625,0.475,0.45,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.4914179104477614, 'Stressed Variance': 696.1226875417686, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.543843283582089, 'Normal Variance': 1423.2448688112609, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.65,0.575,0.7125,0.575,0.6,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5484.23147146941, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.179216417910448, 'Stressed Variance': 1040.4173964009244, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.848432835820896, 'Normal Variance': 1185.758818439519, 'Normal Steady State Time': 10.0})",0.7399999999999997,0.625,0.6,0.6875,0.5875,0.5375,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.8396641791044774, 'Stressed Variance': 847.7811207827467, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.571231343283582, 'Normal Variance': 1433.5003738569283, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.675,0.625,0.6375,0.5875,0.625,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.508731343283582, 'Stressed Variance': 1059.9758939128985, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.928283582089552, 'Normal Variance': 1195.2814985464472, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.525,0.5125,0.4875,0.5125,0.4875,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.5727238805970147, 'Stressed Variance': 775.9423978043549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.511977611940298, 'Normal Variance': 1400.3794087756182, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.6625,0.5375,0.6625,0.5625,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.6932462686567162, 'Stressed Variance': 1121.1028051333817, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.7966417910447765, 'Normal Variance': 1168.951108125418, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.475,0.4875,0.525,0.5,0.4875,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.723134328358209, 'Stressed Variance': 823.9660319670305, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.439104477611941, 'Normal Variance': 1409.0314409890846, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.675,0.65,0.6,0.6375,0.6375,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.6109328358208956, 'Stressed Variance': 1077.4288133089217, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.953283582089552, 'Normal Variance': 1206.036623546447, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.575,0.525,0.575,0.575,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.797723880597015, 'Stressed Variance': 836.540091834206, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.443059701492538, 'Normal Variance': 1378.4810115337493, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.625,0.5125,0.6625,0.5,0.55,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.6513432835820896, 'Stressed Variance': 1100.954557897082, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.8059328358208955, 'Normal Variance': 1171.585434950713, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.55,0.5,0.5625,0.45,0.4625,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 2.525, 'Stressed Variance': 766.2410914179104, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.545223880597015, 'Normal Variance': 1416.3875816662953, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.6625,0.5125,0.6625,0.55,0.575,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5521.58194717681, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.7196641791044778, 'Stressed Variance': 1115.9619715290153, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.847835820895522, 'Normal Variance': 1175.7493833760302, 'Normal Steady State Time': 10.0})",0.7499999999999997,0.5125,0.5625,0.5125,0.5125,0.55,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.4380597014925374, 'Stressed Variance': 1031.5245216083758, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.51089552238806, 'Normal Variance': 1393.375702183114, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.6,0.6125,0.625,0.6,0.7,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.384589552238806, 'Stressed Variance': 1094.6341431151145, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.805298507462687, 'Normal Variance': 1179.4539570004456, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.525,0.525,0.6,0.5375,0.5,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.7174253731343283, 'Stressed Variance': 1163.5414575504012, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.446194029850746, 'Normal Variance': 1408.568746708621, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.575,0.65,0.5875,0.6375,0.6375,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.4067910447761194, 'Stressed Variance': 1122.1543717921586, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.9441791044776116, 'Normal Variance': 1196.2635258186679, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.55,0.475,0.55,0.525,0.525,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.5376119402985076, 'Stressed Variance': 1065.2227644464247, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.506268656716418, 'Normal Variance': 1399.9991398084205, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.625,0.525,0.65,0.5875,0.5875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.4241044776119405, 'Stressed Variance': 1116.1434936010246, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.744291044776119, 'Normal Variance': 1162.1255457660395, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.575,0.475,0.65,0.45,0.5125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.302910447761194, 'Stressed Variance': 990.9336183949653, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.565149253731343, 'Normal Variance': 1432.1315764702606, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.675,0.6125,0.6625,0.6125,0.675,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.3678358208955226, 'Stressed Variance': 1095.2693983014033, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.911231343283582, 'Normal Variance': 1186.695664901704, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.55,0.5,0.575,0.5625,0.55,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.1991044776119404, 'Stressed Variance': 959.346626063711, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.51384328358209, 'Normal Variance': 1409.6121217963355, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.6375,0.6,0.6375,0.5625,0.65,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5558.68145931409, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.3340298507462687, 'Stressed Variance': 1092.5931255513476, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.96339552238806, 'Normal Variance': 1206.5602645898307, 'Normal Steady State Time': 10.0})",0.7599999999999997,0.4875,0.5125,0.5625,0.4875,0.5,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.0906716417910447, 'Stressed Variance': 905.0123756683004, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.498768656716418, 'Normal Variance': 1398.092386543495, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.5875,0.5375,0.625,0.575,0.6375,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.511082089552239, 'Stressed Variance': 1027.4466682320674, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.945373134328358, 'Normal Variance': 1199.1732845622632, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.5875,0.525,0.575,0.5375,0.525,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.0624253731343285, 'Stressed Variance': 886.6236030727889, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.572014925373134, 'Normal Variance': 1406.6897392236579, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.6625,0.5625,0.5625,0.5,0.625,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.3652238805970147, 'Stressed Variance': 971.2395219648029, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.812611940298507, 'Normal Variance': 1172.7345125807526, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.5375,0.525,0.5375,0.5,0.5375,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.0717910447761194, 'Stressed Variance': 899.6557415682779, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.4349626865671645, 'Normal Variance': 1407.774501491145, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.6125,0.5375,0.6125,0.4875,0.5125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.402126865671642, 'Stressed Variance': 1001.9973611480841, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.924365671641791, 'Normal Variance': 1191.8370779558363, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.5125,0.55,0.5125,0.55,0.5125,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.1652985074626865, 'Stressed Variance': 944.795362970595, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.469514925373134, 'Normal Variance': 1387.011533346792, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.6375,0.6,0.6,0.6125,0.5875,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.3521268656716416, 'Stressed Variance': 945.9445514465917, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.7743283582089555, 'Normal Variance': 1165.7192961906885, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.575,0.5625,0.625,0.5625,0.5625,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.1567537313432834, 'Stressed Variance': 947.0665849841279, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.51884328358209, 'Normal Variance': 1421.9983016470815, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.6125,0.6,0.6875,0.575,0.6,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 5595.53499969892, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 3.1689925373134327, 'Stressed Variance': 904.9340161491981, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.8075, 'Normal Variance': 1180.0696228544773, 'Normal Steady State Time': 10.0})",0.7699999999999997,0.5625,0.5125,0.5625,0.475,0.5375,0.5625
